congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
114,Senate,41102,43,0,FL,200,0,1,"RUBIO, Marco",R000595,1971,,0.573,-0.273,-85.85479,0.74968,298,32,,0.617,-0.209
114,Senate,29909,44,0,GA,200,0,1,"ISAKSON, Johnny",I000055,1944,,0.402,-0.011,-75.40421,0.83494,418,27,,0.416,0.071
114,Senate,41501,44,0,GA,200,0,1,"PERDUE, David Alfred, Jr.",P000612,1949,,0.572,-0.079,-101.82265,0.78243,415,46,,0.68,-0.379
114,Senate,20713,82,0,HI,100,0,1,"HIRONO, Mazie",H001042,1947,,-0.509,-0.091,-36.93821,0.91562,419,11,,-0.453,-0.308
114,Senate,41112,82,0,HI,100,0,1,"SCHATZ, Brian Emanuel",S001194,1972,,-0.444,-0.074,-43.41378,0.90113,417,16,,-0.424,-0.098
114,Senate,29345,63,0,ID,200,0,1,"CRAPO, Michael Dean",C000880,1951,,0.51,0.292,-76.72981,0.83008,412,37,,0.57,0.715
114,Senate,40902,63,0,ID,200,0,1,"RISCH, James",R000584,1943,,0.631,0.566,-62.12299,0.8622,419,31,,0.589,0.709
114,Senate,15021,21,0,IL,100,0,1,"DURBIN, Richard Joseph",D000563,1944,,-0.352,-0.33,-39.15215,0.90914,411,17,,-0.416,-0.306
114,Senate,20115,21,0,IL,200,0,1,"KIRK, Mark Steven",K000360,1959,,0.274,-0.647,-139.86855,0.706,402,65,,0.268,-0.606
114,Senate,14806,22,0,IN,200,0,1,"COATS, Daniel Ray",C000542,1943,,0.375,-0.227,-111.40278,0.763,411,44,,0.537,-0.275
114,Senate,20717,22,0,IN,100,0,1,"DONNELLY, Joe",D000607,1955,,-0.119,0.435,-114.03275,0.76024,416,46,,-0.11,0.41
114,Senate,14226,31,0,IA,200,0,1,"GRASSLEY, Charles Ernest",G000386,1933,,0.346,-0.065,-111.51763,0.76681,420,47,,0.461,0.058
114,Senate,41502,31,0,IA,200,0,1,"ERNST, Joni",E000295,1970,,0.531,-0.023,-64.41391,0.85782,420,25,,0.505,0.042
114,Senate,14852,32,0,KS,200,0,1,"ROBERTS, Charles Patrick (Pat)",R000307,1936,,0.413,-0.091,-70.03891,0.84436,414,30,,0.434,0.253
114,Senate,29722,32,0,KS,200,0,1,"MORAN, Jerry",M000934,1954,,0.413,0.202,-108.76721,0.76649,409,53,,0.452,0.548
114,Senate,14921,51,0,KY,200,0,1,"McCONNELL, Addison Mitchell (Mitch)",M000355,1942,,0.402,0.003,-155.65396,0.69032,420,60,,0.355,0.001
114,Senate,41104,51,0,KY,200,0,1,"PAUL, Rand",P000603,1963,,0.878,-0.479,-220.02793,0.5777,401,98,,0.83,-0.558
114,Senate,20919,45,0,LA,200,0,1,"CASSIDY, Bill",C001075,1957,,0.454,-0.104,-81.37832,0.82232,416,35,,0.434,0.125
114,Senate,29918,45,0,LA,200,0,1,"VITTER, David",V000127,1961,,0.495,0.323,-65.55047,0.838,370,32,,0.479,0.494
114,Senate,41300,2,0,ME,328,0,1,"KING, Angus Stanley, Jr.",K000383,1944,,-0.155,-0.227,-99.82585,0.78528,413,56,,-0.164,-0.221
114,Senate,49703,2,0,ME,200,0,1,"COLLINS, Susan Margaret",C001035,1952,,0.112,-0.543,-152.82288,0.69499,420,84,,0.157,-0.374
114,Senate,14440,52,0,MD,100,0,1,"MIKULSKI, Barbara Ann",M000702,1936,,-0.37,-0.128,-40.75285,0.903,399,20,,-0.427,0.135
114,Senate,15408,52,0,MD,100,0,1,"CARDIN, Benjamin Louis",C000141,1943,,-0.321,-0.232,-47.62724,0.8928,420,17,,-0.366,-0.43
114,Senate,14435,3,0,MA,100,0,1,"MARKEY, Edward John",M000133,1946,,-0.511,-0.449,-50.24738,0.88571,414,23,,-0.635,-0.544
114,Senate,41301,3,0,MA,100,0,1,"WARREN, Elizabeth",W000817,1949,,-0.767,-0.268,-39.35832,0.91055,420,14,,-0.702,-0.461
114,Senate,20923,23,0,MI,100,0,1,"PETERS, Gary C.",P000595,1958,,-0.246,-0.201,-47.70982,0.8914,415,18,,-0.319,-0.088
114,Senate,29732,23,0,MI,100,0,1,"STABENOW, Deborah Ann",S000770,1950,,-0.34,-0.006,-47.5552,0.89173,415,22,,-0.309,-0.098
114,Senate,40700,33,0,MN,100,0,1,"KLOBUCHAR, Amy",K000367,1960,,-0.276,-0.33,-59.45326,0.86623,414,27,,-0.258,-0.026
114,Senate,40904,33,0,MN,100,0,1,"FRANKEN, Al",F000457,1951,,-0.399,-0.169,-43.07774,0.89957,407,22,,-0.497,-0.036
114,Senate,14009,46,0,MS,200,0,1,"COCHRAN, William Thad",C000567,1937,,0.287,0.051,-73.8516,0.83734,416,24,,0.329,0.102
114,Senate,29534,46,0,MS,200,0,1,"WICKER, Roger F.",W000437,1951,,0.376,0.352,-61.66053,0.86193,415,20,,0.406,0.184
114,Senate,29735,34,0,MO,200,0,1,"BLUNT, Roy",B000575,1950,,0.427,0.28,-83.37799,0.81517,408,34,,0.364,0.701
114,Senate,40701,34,0,MO,100,0,1,"McCASKILL, Claire",M001170,1953,,-0.143,0.023,-93.99411,0.79242,404,35,,-0.127,-0.113
114,Senate,21338,64,0,MT,200,0,1,"DAINES, Steve",D000618,1962,,0.555,-0.099,-102.09603,0.7842,420,44,,0.567,0.016
114,Senate,40702,64,0,MT,100,0,1,"TESTER, Jon",T000464,1956,,-0.218,0.138,-105.40288,0.77805,420,43,,-0.197,0.067
114,Senate,41302,35,0,NE,200,0,1,"FISCHER, Debra (Deb)",F000463,1951,,0.473,0.332,-64.6221,0.85739,420,23,,0.489,0.265
114,Senate,41503,35,0,NE,200,0,1,"SASSE, Benjamin Eric",S001197,1972,,0.796,-0.243,-95.40027,0.79594,418,47,,0.827,-0.38
114,Senate,15054,65,0,NV,100,0,1,"REID, Harry",R000146,1939,,-0.276,0.258,-68.81173,0.828,364,35,,-0.502,-0.121
114,Senate,20730,65,0,NV,200,0,1,"HELLER, Dean",H001041,1960,,0.463,-0.459,-176.93934,0.64812,408,83,,0.546,-0.731
114,Senate,40906,4,0,NH,100,0,1,"SHAHEEN, Jeanne",S001181,1947,,-0.239,-0.165,-49.33738,0.88917,420,21,,-0.266,-0.254
114,Senate,41106,4,0,NH,200,0,1,"AYOTTE, Kelly",A000368,1968,,0.351,-0.612,-126.06028,0.739,416,57,,0.276,-0.512
114,Senate,29373,12,0,NJ,100,0,1,"MENENDEZ, Robert",M000639,1954,,-0.366,-0.115,-73.7247,0.83724,415,30,,-0.36,-0.346
114,Senate,41308,12,0,NJ,100,0,1,"BOOKER, Cory Anthony",B001288,1969,,-0.612,-0.218,-40.93062,0.90629,416,17,,-0.516,-0.43
114,Senate,20930,66,0,NM,100,0,1,"HEINRICH, Martin",H001046,1971,,-0.322,-0.016,-48.08271,0.89134,418,22,,-0.321,-0.087
114,Senate,29924,66,0,NM,100,0,1,"UDALL, Thomas (Tom)",U000039,1948,,-0.452,0.17,-48.50978,0.89043,418,22,,-0.395,-0.099
114,Senate,14858,13,0,NY,100,0,1,"SCHUMER, Charles Ellis (Chuck)",S000148,1950,,-0.357,-0.398,-43.74331,0.90087,419,14,,-0.369,-0.489
114,Senate,20735,13,0,NY,100,0,1,"GILLIBRAND, Kirsten",G000555,1966,,-0.473,-0.428,-46.35891,0.89526,419,18,,-0.544,-0.291
114,Senate,29548,47,0,NC,200,0,1,"BURR, Richard M.",B001135,1955,,0.45,-0.053,-92.09054,0.80184,417,39,,0.381,0.067
114,Senate,41504,47,0,NC,200,0,1,"TILLIS, Thomas Roland (Thom)",T000476,1960,,0.434,0.071,-77.80825,0.83015,418,36,,0.443,-0.064
114,Senate,41107,36,0,ND,200,0,1,"HOEVEN, John",H001061,1957,,0.343,0.332,-65.90776,0.85381,417,28,,0.375,0.297
114,Senate,41303,36,0,ND,100,0,1,"HEITKAMP, Mary Kathryn (Heidi)",H001069,1955,,-0.122,0.399,-109.15039,0.77066,419,42,,-0.119,0.448
114,Senate,29386,24,0,OH,200,0,1,"PORTMAN, Robert Jones (Rob)",P000449,1955,,0.373,-0.24,-137.277,0.71893,416,64,,0.325,-0.163
114,Senate,29389,24,0,OH,100,0,1,"BROWN, Sherrod",B000944,1952,,-0.43,-0.12,-40.81,0.90504,409,19,,-0.589,-0.07
114,Senate,15424,53,0,OK,200,0,1,"INHOFE, James Mountain",I000024,1934,,0.555,0.041,-61.55245,0.8606,410,27,,0.521,0.253
114,Senate,21166,53,0,OK,200,0,1,"LANKFORD, James",L000575,1968,,0.588,0.162,-107.45534,0.77379,419,48,,0.624,-0.036
114,Senate,14871,72,0,OR,100,0,1,"WYDEN, Ronald Lee",W000779,1949,,-0.327,-0.455,-69.36841,0.84607,415,33,,-0.39,-0.878
114,Senate,40908,72,0,OR,100,0,1,"MERKLEY, Jeff",M001176,1956,,-0.443,-0.737,-44.83091,0.89784,416,20,,-0.607,-0.729
114,Senate,29935,14,0,PA,200,0,1,"TOOMEY, Patrick Joseph",T000461,1961,,0.647,-0.295,-83.56505,0.81147,400,33,,0.596,-0.311
114,Senate,40703,14,0,PA,100,0,1,"CASEY, Robert (Bob), Jr.",C001070,1960,,-0.31,0.194,-80.85682,0.82297,415,31,,-0.295,0.3
114,Senate,29142,5,0,RI,100,0,1,"REED, John F. (Jack)",R000122,1949,,-0.371,-0.199,-39.69624,0.90981,420,14,,-0.437,-0.129
114,Senate,40704,5,0,RI,100,0,1,"WHITEHOUSE, Sheldon",W000802,1955,,-0.361,-0.138,-46.28248,0.89542,419,22,,-0.42,0.023
114,Senate,21173,48,0,SC,200,0,1,"SCOTT, Tim",S001184,1965,,0.643,0.005,-76.05591,0.83106,411,36,,0.634,0.028
114,Senate,29566,48,0,SC,200,0,1,"GRAHAM, Lindsey O.",G000359,1955,,0.406,-0.169,-85.07319,0.76719,321,40,,0.321,-0.208
114,Senate,29754,37,0,SD,200,0,1,"THUNE, John",T000250,1961,,0.41,0.137,-69.66805,0.84682,419,37,,0.429,0.079
114,Senate,41505,37,0,SD,200,0,1,"ROUNDS, Marion Michael (Mike)",R000605,1954,,0.396,0.084,-67.6904,0.84983,416,24,,0.386,0.004
114,Senate,40304,54,0,TN,200,0,1,"ALEXANDER, Lamar",A000360,1940,,0.324,-0.175,-105.02045,0.77499,412,39,,0.307,-0.185
114,Senate,40705,54,0,TN,200,0,1,"CORKER, Robert (Bob)",C001071,1952,,0.395,-0.344,-121.13923,0.74419,410,50,,0.513,-0.483
114,Senate,40305,49,0,TX,200,0,1,"CORNYN, John",C001056,1952,,0.495,-0.001,-70.34044,0.8434,413,30,,0.463,-0.073
114,Senate,41304,49,0,TX,200,0,1,"CRUZ, Rafael Edward (Ted)",C001098,1970,,0.817,-0.282,-111.49228,0.69298,304,49,,0.876,-0.483
114,Senate,14503,67,0,UT,200,0,1,"HATCH, Orrin Grant",H000338,1934,,0.382,-0.004,-77.95758,0.82911,416,28,,0.381,-0.041
114,Senate,41110,67,0,UT,200,0,1,"LEE, Mike",L000577,1971,,0.913,-0.408,-147.74599,0.68332,388,71,,0.919,-0.395
114,Senate,14307,6,0,VT,100,0,1,"LEAHY, Patrick Joseph",L000174,1940,,-0.361,-0.129,-47.54472,0.89151,414,23,,-0.525,-0.142
114,Senate,29147,6,0,VT,328,0,1,"SANDERS, Bernard",S000033,1941,,-0.527,-0.373,-68.74472,0.80393,315,29,,-0.861,-0.508
114,Senate,40909,40,0,VA,100,0,1,"WARNER, Mark",W000805,1954,,-0.201,-0.047,-75.35637,0.82265,386,40,,-0.17,-0.125
114,Senate,41305,40,0,VA,100,0,1,"KAINE, Timothy Michael (Tim)",K000384,1958,,-0.239,-0.079,-70.97063,0.84105,410,36,,-0.208,-0.214
114,Senate,39310,73,0,WA,100,0,1,"CANTWELL, Maria E.",C000127,1958,,-0.301,-0.401,-45.82202,0.89664,420,21,,-0.287,-0.61
114,Senate,49308,73,0,WA,100,0,1,"MURRAY, Patty",M001111,1950,,-0.35,-0.284,-48.11158,0.89029,414,27,,-0.295,-0.552
114,Senate,20146,56,0,WV,200,0,1,"CAPITO, Shelley Moore",C001047,1953,,0.263,0.057,-86.50432,0.81306,418,32,,0.308,0.126
114,Senate,40915,56,0,WV,100,0,1,"MANCHIN, Joe, III",M001183,1947,,-0.055,0.444,-163.71728,0.67273,413,68,,-0.085,0.634
114,Senate,29940,25,0,WI,100,0,1,"BALDWIN, Tammy",B001230,1962,,-0.498,-0.179,-47.68338,0.89268,420,24,,-0.461,-0.032
114,Senate,41111,25,0,WI,200,0,1,"JOHNSON, Ron",J000293,1955,,0.603,-0.288,-80.07807,0.82297,411,34,,0.487,-0.256
114,Senate,40707,68,0,WY,200,0,1,"BARRASSO, John A.",B001261,1952,,0.539,0.237,-76.31449,0.83349,419,27,,0.477,0.198
114,Senate,49706,68,0,WY,200,0,1,"ENZI, Michael B.",E000285,1944,,0.544,0.192,-88.3712,0.80309,403,36,,0.5,0.117
